<<<<<<< HEAD
nama_kunci,mata_pelajaran,deskripsi,link_gambar
"Pengetahuan Perang Dunia I - Perjanjian Versailles, Juni 1919",Pengetahuan Umum & Sains,"Keadaan perang formal antara kedua pihak terus berlanjut selama tujuh bulan selanjutnya sampai penandatanganan Perjanjian Versailles dengan Jerman pada tanggal 28 Juni 1919. Akan tetapi, publik Amerika Serikat menolak ratifikasi perjanjian tersebut, terutama karena Liga Bangsa-Bangsalah perjanjian tersebut dibuat; A.S. tidak mengakhiri secara resmi keikutsertaannya dalam perang sampai Resolusi Knox-Porter ditandatangani tahun 1921. Setelah Perjanjian Versailles, perjanjian dengan Austria, Hungaria, Bulgaria, dan Kesultanan Utsmaniyah ditandatangani. Namun, negosiasi perjanjian terakhir dengan Kesultanan Utsmaniyah diikuti oleh perselisihan (Perang Kemerdekaan Turki), dan perjanjian damai terakhir antara Blok Sekutu dan negara yang segera menjadi Republik Turki baru ditandatangani pada tanggal 24 Juli 1923 di Lausanne. Sejumlah tugu peringatan perang menyebut akhir perang adalah ketika Perjanjian Versailles ditandatangani tahun 1919, yaitu ketika banyak tentara yang berdinas di luar negeri akhirnya pulang ke negara masing-masing; sebaliknya, banyak peringatan berakhirnya perang terpusat pada gencatan senjata tanggal 11 November 1918. Secara hukum, perjanjian damai formal belum selesai sampai ditandatanganinya perjanjian terakhir, yaitu Perjanjian Lausanne. Sesuai ketentuannya, pasukan Sekutu keluar dari Konstantinopel tanggal 23 Agustus 1923.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Teknologi,Pengetahuan Umum & Sains,"Perang Dunia I dimulai sebagai tabrakan teknologi abad ke-20 dan taktik abad ke-19, disertai jatuhnya korban dalam jumlah besar. Tetapi pada akhir 1917, pasukan-pasukan besar, sekarang berjumlah jutaan, telah melakukan modernisasi dan memakai telepon, komunikasi nirkabel, kendaraan lapis baja, tank, dan pesawat terbang. Formasi infanteri disusun ulang, sehingga pasukan 100 orang tidak lagi menjadi unit manuver utama dan digantikan oleh skuat yang terdiri dari kurang lebih 10 tentara, di bawah komando NCO junior. Artileri juga mengalami revolusi. Tahun 1914, meriam diposisikan di garis depan dan ditembakkan langsung ke target. Tahun 1917, tembakan tidak langsung dengan senjata (disertai mortir dan bahkan senjata mesin) biasa dilakukan, memakai teknik baru mencari dan mengukur, terutama pesawat dan telepon lapangan yang sering diabaikan. Misi kontra-baterai biasa dilakukan dan deteksi suara dipakai untuk melacak keberadaan baterai musuh. Jerman jauh lebih maju daripada Sekutu dalam memanfaatkan tembakan berat tidak langsung. Angkatan Darat Jerman memakai howitzer 150 dan 210 mm pada tahun 1914, sementara senjata Prancis dan Britania hanya 75 dan 105 mm. Britania memiliki howiter 6 inci (152 mm), tetapi sangat berat sehingga harus dirombak dulu dan disusun di medan tempur. Jerman juga memakai senjata Austria 305 mm dan 420 mm, dan sejak awal perang sudah memiliki cadangan berbagai kaliber Minenwerfer yang ideal dipakai untuk peperangan parit. Banyak pertempuran melibatkan peperangan parit yang memakan korban ratusan tentara untuk setiap yard yang diperebutkan. Sebagian besar pertempuran paling mematikan sepanjang sejarah terjadi pada Perang Dunia Pertama, seperti Ypres, Marne, Cambrai, Somme, Verdun, dan Gallipoli. Jerman memakai proses Haber fiksasi nitrogen untuk menyediakan suplai bubuk mesiu yang tetap untuk pasukan-pasukannya, meski terjadi blokade laut oleh Britania. Artileri mengakibatkan jumlah korban paling banyak dan mengonsumsi banyak sekali peledak. Sejumlah besar luka kepala akibat ledakan granat dan fragmentasi mendorong negara-negara terlibat mengembangkan helm baja modern, dipimpin oleh Prancis yang memperkenalkan helm Adrian pada tahun 1915. Perkembangan ini diikuti oleh helm Brodie yang dipakai tentara Imperium Britania dan A.S., dan pada tahun 1916 oleh Stahlhelm Jerman dengan perbaikan desain yang masih dipakai sampai sekarang. Pemakaian bahan kimia yang luas adalah fitur berbeda dalam konflik ini. Gas yang dipakai meliputi klorin, gas mustar, dan fosgin. Sedikit korban perang yang jatuh akibat gas, karena pertahanan efektif terhadap serangan gas segera diciptakan, seperti masker gas. Pemakaian peperangan kimia dan pengeboman strategis berskala kecil tidak diizinkan oleh Konvensi Den Haaf 1907, dan keduanya terbukti tidak begitu efektif, meski berhasil menangkap perhatian publik. Senjata darat terkuat adalah senjata kereta api yang berbobot ratusan ton per unitnya. Senjata ini diberi nama Big Bertha, meski pemilik namanya bukanlah sebuah senjata kereta api. Jerman mengembangkan Paris Gun yang mampu mengebom Paris dari jarak 100 kilometer (62 mi), meski granatnya relatif ringan dengan berat 94 kilogram (210 lb). Saat Sekutu juga mempunyai senjata kereta, model Jerman jauh lebih maju dan canggih daripada Sekutu.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Penerbangan,Pengetahuan Umum & Sains,"Pesawat bersayap tetap pertama dipakai secara militer oleh Italia di Libya tanggal 23 Oktober 1911 pada Perang Italia-Turki untuk keperluan mata-mata, dan pada tahun berikutnya diikuti oleh penjatuhan granat dan fotografi udara. Tahun 1914, pemanfaatan militer mereka tampak jelas. Pesawat awalnya dipakai untuk mata-mata dan serangan darat. Untuk menembak jatuh pesawat musuh, senjata antipesawat dan pesawat tempur dikembangkan. Pengebom strategis diciptakan, terutama oleh Jerman dan Britania, meski Jerman juga memakai Zeppelin. Menjelang akhir konflik, kapal angkut pesawat dipakai untuk pertama kalinya, dengan HMS Furious meluncurkan Sopwith Camels dalam sebuah serangan untuk menghancurkan hanggar Zeppelin di Tondern tahun 1918. Balon pemantau berawak, melayang jauh di atas parit, dipakai sebagai platform mata-mata stasioner, melaporkan pergerakan musuh dan mengarahkan artileri. Balon umumnya diawaki dua orang, dilengkapi parasut, sehingga jika terjadi serangan udara musuh, awak balon dapat terjun dengan selamat. Pada masa itu, parasut begitu berat untuk dipakai pilot pesawat (bersama keluaran tenaga marginalnya), dan versi parasut kecil belum dikembangkan sampai akhir perang; parasut juga ditolak para pemimpin Britania yang khawatir akan menciptakan sifat pengecut. Diakui atas kegunaannya sebagai platform pemantau, balon menjadi target penting pesawat musuh. Untuk mempertahankannya dari serangan udara, balon-balon sangat dilindungi oleh senjata antipesawat dan dipatroli oleh pesawat teman; untuk menyerang musuh, senjata tidak umum seperti roket udara-ke-udara dipakai. Karena itu nilai mata-mata lampu suar dan balon berkontribusi terhadap pengembangan pertempuran udara antara semua jenis pesawat, dan menciptakan kebuntuan parit, karena mustahil memindahkan sejumlah besar tentara tanpa terdeteksi. Jerman melakukan serangan udara di Inggris sepanjang tahun 1915 dan 1916 dengan kapal udara, berharap menjatuhkan moral Britania dan mengakibatkan pesawat dialihkan dari garis depan, dan pada akhirnya menciptakan kepanikan yang mendorong pengalihan beberapa skuadron pesawat tempur dari Prancis.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Pemutakhiran teknologi laut,Pengetahuan Umum & Sains,"Jerman mengirimkan kapal-U (kapal selam) setelah perang dimulai. Berada di antara peperangan kapal selam terbatas dan tanpa batas di Atlantik, Kaiserliche Marine memakai kapal-kapal ini untuk memutus rantai suplai penting Kepulauan Britania Raya. Kematian pelaut dagang Britania dan kehebatan kapal-U mendorong pengembangan ranjau bawah air (1916), hidropon (sonar pasif, 1917), lampu suar, kapal selam pemburu (HMS R-1, 1917), senjata antikapal selam, dan hidropon celup (dua perlengkapan terakhir tidak digunakan lagi pada tahun 1918). Untuk memperluas operasi mereka, Jerman merancang kapal selam suplai pada tahun 1916. Kebanyakan kapal selam ditinggalkan pada masa antarperang sampai Perang Dunia II memunculkan lagi kebutuhan akan kapal selam.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Pemutakhiran teknologi peperangan darat,Pengetahuan Umum & Sains,"Parit, senjata mesin, mata-mata udara, kawat berduri, dan artileri modern dengan granat fragmentasi membantu menciptakan kebuntuan di lini pertempuran Perang Dunia I. Britania dan Prancis mencari solusi dengan menciptakan tank dan peperangan mekanis. Tank pertama Britania dipakai pada Pertempuran Somme tanggal 15 September 1916. Ketergantungan mekanis adalah suatu masalah, tetapi uji coba membuktikan keandalannya. Dalam satu tahun, Britania melibatkan ratusan tank dalam pertempuran dan tank-tank tersebut menunjukkan kebolehan mereka pada Pertempuran Cambrai bulan November 1917 dengan menerobos Garis Hindenburg, sementara tim senjata gabungan menangkap 8.000 tentara musuh dan 100 senjata. Prancis memperkenalkan tank pertama dengan meriam berputar, Renault FT-A7, yang menjadi perlengkapan perang yang paling menentukan kemenangan. Konflik ini juga mendorong diperkenalkannya senjata otomatis ringan dan senjata submesin, seperti Lewis Gun, bedil otomatis Browning, dan Bergmann MP18.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Penyembur api dan angkutan subterania,Pengetahuan Umum & Sains,"Senjata baru lainnya, penyembur api, pertama dipakai oleh pasukan Jerman dan kemudian diadopsi oleh pasukan lain. Meski tidak bernilai taktis tinggi, penyembur api adalah senjata kuat dengan kemampuan demoralisasi yang mengakibatkan teror di medan tempur. Ini adalah senjata berbahaya karena bobotnya yang berat membuat operatornya mudah menjadi target musuh. Rel kereta parit berevolusi untuk pengiriman sejumlah besar makanan, air, dan amunisi yang dibutuhkan untuk memenuhi kebutuhan tentara-tentara di daerah tempat sistem transportasi konvensional telah dihancurkan. Mesin pembakaran dalam dan sistem traksi yang diperbarui untuk mobil dan truk/lori akhirnya membuat rel kereta parit kedaluwarsa.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Genosida dan pembersihan etnis,Pengetahuan Umum & Sains,"Pembersihan etnis populasi Armenia di Kesultanan Utsmaniyah, termasuk deportasi dan eksekusi massal, saat tahun-tahun terakhir Kesultanan Utsmaniyah tergolong genosida. Utsmaniyah memandang seluruh populasi Armenia sebagai musuh yang memilih berpihak pada Rusia sejak awal perang. Pada awal 1915, sejumlah warga Armenia bergabung dengan pasukan Rusia, dan pemerintah Utsmaniyah menggunakan alasan ini sebagai dasar pengesahan Hukum Tehcir (Hukum Deportasi). Hukum ini membolehkan deportasi penduduk Armenia dari provinsi-provinsi timur Kesultanan ke Suriah antara 1915 dan 1917. Jumlah pasti korban tewas tidak diketahui. Meski Balakian memberi kisaran antara 250.000 sampai 1,5 juta orang Armenia, International Association of Genocide Scholars memperkirakan lebih dari 1 juta jiwa. Pemerintah Turki dari dulu tetap menolak tuduhan genosida dengan berpendapat bahwa mereka yang tewas adalah korban peperangan antaretnis, kelaparan, atau wabah selama Perang Dunia Pertama. Kelompok etnis lain yang juga diserang Kesultanan Utsmaniyah pada saat itu termasuk bangsa Assyria dan Yunani, dan sejumlah sarjana menganggap peristiwa tersebut merupakan bagian dari kebijakan pemusnahan yang sama. Banyak pogrom terjadi seiring Revolusi 1917 Rusia dan Perang Saudara Rusia. 60.000–200.000 warga sipil Yahudi tewas dalam kekerasan yang terjadi di seluruh wilayah bekas Kekaisaran Rusia.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
"Pengetahuan Perang Dunia I - ""Pemerkosaan Belgia""",Pengetahuan Umum & Sains,"Para penyerbu Jerman menganggap perlawanan apapun—seperti menyabotase rel kereta—sebagai tindakan ilegal dan imoral, dan menembak pelanggar dan membakar bangunan sebagai balasannya. Selain itu, mereka cenderung menganggap sebagian besar warga sipil sebagai ""franc-tireurs"" berpotensial, dan menangkap dan kadang membunuh tahanan dari kalangan warga sipil. Pasukan Jerman mengeksekusi lebih dari 6.500 warga sipil Prancis dan Belgia antara Agustus dan November 1914, biasanya dalam penembakan warga sipil berskala besar nyaris acak yang diperintahkan oleh perwira junior Jerman. Angkatan Darat Jerman menghancurkan 15.000-20.000 bangunan—termasuk perpustakaan universitas di Louvain—dan menciptakan gelombang pengungsi sebesar satu juta orang. Lebih dari separuh resimen Jerman di Belgia terlibat dalam insiden-insiden besar. Ribuan pekerja dikirim ke Jerman untuk bekerja di pabrik. Propaganda Britania yang mendramatisir ""Pemerkosaan Belgia"" menarik banyak perhatian di Amerika Serikat, sementara Berlin menyatakan tindakan tersebut sah dan perlu karena ancaman para ""franc-tireurs"" (gerilya) seperti yang terjadi di Prancis tahun 1870. Britania dan Prancis membesar-besarkan laporan tersebut dan menyebarluaskannya di dalam negeri dan Amerika Serikat, tempat mereka memainkan peran besar dalam menghapus dukungan untuk Jerman.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Pengalaman tentara,Pengetahuan Umum & Sains,"Tentara Britania awalnya merupakan relawan, namun pada akhirnya menjadi wajib militer. Imperial War Museum di Britania telah mengoleksi lebih dari 2.500 rekaman kesaksian pribadi tentara, dan sejumlah transkrip pilihan yang disunting oleh penulis militer Max Arthur telah diterbitkan. Museum ini percaya bahwa sejarawan belum memanfaatkan penuh material-material ini, dan museum ini berhasil memiliki arsip lengkap rekaman untuk para penulis dan peneliti. Veteran yang selamat dan pulang cenderung hanya bisa mendiskusikan pengalaman mereka dengan sesama rekannya. Mereka berkumpul dan membentuk ""asosiasi veteran"" atau ""Legiun"".",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Tawanan perang,Pengetahuan Umum & Sains,"Sekitar 8 juta tentara menyerah dan ditahan di kamp tawanan perang selama Perang Dunia I. Semua negara berjanji mengikuti Konvensi Den Haag mengenai perlakuan baik tawanan perang. Tingkat keselamatan tawanan perang umumnya lebih tinggi daripada rekan mereka di garis depan. Penyerahan diri individu cenderung tidak biasa; pasukan dalam jumlah besar yang biasanya menyerah secara massal. Pada Pertempuran Tannenberg 92.000 tentara Rusia menyerah. Saat garnisun Kaunas yang dikepung menyerah tahun 1915, sekitar 20.000 tentara Rusia menyerah. Lebih dari setengah kerugian Rusia (sebagai perbandingan terhadap mereka yang ditangkap, terluka, atau gugur) memiliki status tawanan; untuk Austria-Hungaria 32%, Italia 26%, Prancis 12%, Jerman 9%; Britania 7%. Tawanan dari pasukan Sekutu berjumlah 1,4 juta orang (tidak termasuk Rusia, yang 2,5-3,5 juta tentaranya ditawan). Dari Blok Sentral, sekitar 3,3 juta tentara menjadi tawanan perang. Jerman menahan 2,5 juta tentara; Rusia menahan 2,9 juta tentara; sementara Britania dan Prancis sekitar 720.000 tentara. Kebanyakan di antara mereka ditangkap tepat sebelum gencatan senjata. A.S. menahan 48.000 tentara. Saat-saat paling berbahaya adalah tindakan penyerahan diri, ketika tentara yang pasrah kadang ditembaki begitu saja. Setelah tawanan tiba di kamp, kondisi pada umumnya memuaskan (dan lebih baik daripada Perang Dunia II), berkat upaya Palang Merah Internasional dan inspeksi oleh negara-negara netral. Akan tetapi, di Rusia lebih buruk lagi: kelaparan biasa terjadi di kalangan tawanan dan warga sipil; sekitar 15–20% dari seluruh tawanan di Rusia meninggal. Di Jerman, makanan langka, tetapi hanya 5% yang meninggal. Kesultanan Utsmaniyah sering memperlakukan tahanan perang dengan buruk. Sekitar 11.800 tentara Imperium Britania, kebanyakan India, ditawan setelah Pengepungan Kut di Mesopotamia pada bulan April 1916; 4.250 orang meninggal dalam penjara. Meski banyak yang sedang dalam kondisi buruk saat ditangkap, para perwira Utsmaniyah memaksa mereka berjalan sejauh 1.100 kilometer (684 mi) ke Anatolia. Seorang korban selamat mengatakan, ""Kami digiring seperti hewan liar; keluar dari sana artinya mati."" Para korban selamat kemudian dipaksa membangun rel kereta api melintasi Pegunungan Taurus. Di Rusia, saat para tawanan dari Legiun Ceko Angkatan Darat Austria-Hungaria dibebaskan tahun 1917, mereka mempersenjatai diri kembali dan sempat menjadi kekuatan militer dan diplomatik pada Perang Saudara Rusia. Meski tawanan Sekutu di Blok Sentral langsung dikirim pulang setelah akhir perang, perlakuan yang sama tidak diberikan kepada tawanan Blok Sentral di negara Sekutu dan Rusia. Kebanyakan dari tawanan Blok Sentral tersebut dijadikan pekerja paksa, misalnya di Prancis sampai tahun 1920. Mereka baru dibebaskan setelah Palang Merah mendekati Dewan Agung Sekutu berkali-kali. Tawanan Jerman masih ditahan di Rusia sampai tahun 1924.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Atase militer dan koresponden perang,Pengetahuan Umum & Sains,"Pemantai militer dan sipil dari setiap kekuatan besar mengikuti dengan saksama jalannya perang. Banyak yang mampu melaporkan suatu peristiwa dari sudut pandang yang mirip dengan posisi ""tempelan"" di dalam daratan dan pasukan laut musuh. Para atase militer dan pemantau lain ini mempersiapkan kesaksian langsung mengenai perang disertai tulisan analitis. Misalnya, mantan Kapten Angkatan Darat A.S. Granville Fortescue mengikuti perkembangan Kampanye Gallipoli dari sudut pandang tempelan di dalam wilayah pertahanan Turki; dan laporannya diteruskan melalui sensor Tukri sebelum dicetak di London dan New York. Akan tetapi, peran pemantau ini diabaikan ketika A.S. memasuki kancah perang, sementara Fortescue langsung mendaftar ulang masuk militer dan terluka di Hutan Argonne pada Ofensif Meuse-Argonne, September 1918. Narasi perang oleh pemantau secara mendalam dan artikel jurnal profesional yang lebih sempit segera ditulis setelah perang; dan laporan pascaperang ini umumnya mengilustrasikan kehancuran medan tempur dalam konflik ini. Ini bukan pertama kalinya taktik posisi parit untuk infanteri yang dipersenjatai senjata mesin dan artileri menjadi sangat penting. Perang Rusia-Jepang juga dipantau secara saksama oleh atase militer, koresponden perang, dan pemantau lain; tetapi, dari sudut pandang abad ke-21, tampak jelas bahwa serangkaian pelajaran taktik diabaikan atau tidak dipakai dalam persiapan perang di Eropa dan seluruh Perang Besar.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
Pengetahuan Perang Dunia I - Dukungan,Pengetahuan Umum & Sains,"Di Balkan, nasionalis Yugoslav seperti pemimpin Ante Trumbić di Balkan sangat mendukung perang ini dan memimpikan bebasnya bangsa Yugoslav dari Austria-Hungaria dan kekuatan asing lainnya, serta pembentukan Yugoslavia merdeka. Komite Yugoslav didirikan di Paris tanggal 30 April 1915, tetapi kemudian memindahkan kantornya ke London; Trumbić memimpin Komite ini. Di Timur Tengah, nasionalisme Arab berkobar di teritori-teritori Utsmaniyah sebagai respon atas naiknya nasionalisme Turki sepanjang perang. Para pemimpin nasionalis Arab menyuarakan pembentukan negara pan-Arab. Pada tahun 1916, Pemberontakan Arab terjadi di teritori Timur Tengah milik Utsmaniyah demi mencapai kemerdekaan. Nasionalisme Italia didorong oleh pecahnya perang dan awalnya sangat didukung oleh berbagai faksi politik. Salah satu pendukung perang nasionalis Italia yang paling tekrenal adalah Gabriele d'Annunzio, yang mempromosikan iredentisme Italia dan membantu meyakinkan publik Italia untuk mendukung intervensi perang. Partai Liberal Italia di bawah kepemimpinan Paolo Boselli mempromosikan intervensi perang di sisi Sekutu dan memanfaatkan Dante Aligheri Society untuk mempromosikan nasionalisme Italia. Sejumlah partai sosialis awalnya mendukugn perang ketika pecah bulan Agustus 1914. Tetapi sosialis Eropa terbagi di sisi nasional, dengan konsep kelas konflik yang dipegang oleh sosialis radikal seperti kaum Marxis dan sindikalis yang muncul akibat dukungan patriotik mereka terhadap perang. Setelah perang dimulai, sosialis Austria, Britania, Jerman, Prancis, dan Rusia mengikuti arus nasionalis yang bangkit dengan mendukung intervensi perang oleh negara mereka . Para sosialis Italia terbagi menjadi pendukung perang dan penentangnya; beberapa di antaranya adalah pendukung perang yang militan, termasuk Benito Mussolini dan Leonida Bissolati. Akan tetapi, Partai Sosialis Italia memutuskan menentang perang setelah para pengunjuk rasa anti-militer tewas dan mengakibatkan mogok massal bernama Minggu Merah. Partai Sosialis Italia membersihkan dirinya dari anggota-anggota nasionalis pro-perang, termasuk Mussolini. Mussolini, seorang sindikalis yang mendukung perang atas dasar klaim iredentis wilayah berpopulasi Italia di Austria-Hungaria, membentuk organisasi pro-intervensionis Il Popolo d'Italia dan Fasci Riviluzionario d'Azione Internazionalista (""Fasci Revolusi untuk Aksi Internaisonal"") pada bulan Oktober 1914 yang kelak berkembang menjadi Fasci di Combattimento tahun 1919, asal-usul fasisme. Nasionalisme Mussolini memungkinkan dirinya menggalang dana dari Ansaldo (firma senjata) dan perusahaan lain untuk membentuk Il Popolo d'Italia untuk meyakinkan para sosialis dan revolusionis agar mendukung perang. Pada bulan April 1918, Kongres Bangsa Terindas Roma mengadakan pertemuan, termasuk perwakilan bangsa Cekoslovak, Italia, Polandia, Transylvania, dan Yugoslav yang meminta Sekutu mendukung penentuan nasib sendiri nasional untuk orang-orang yang tinggal di dalam Austria-Hungaria.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Bataille_de_Verdun_1916.jpg/250px-Bataille_de_Verdun_1916.jpg
