nama_kunci,mata_pelajaran,deskripsi,link_gambar
Pengetahuan Jerman - Politik,Pengetahuan Umum & Sains,"Jerman adalah negara demokrasi parlementer. Pemerintahan sehari-hari dipegang oleh seorang kanselir, yang berperan seperti perdana menteri di negara lain dengan bentuk pemerintahan serupa. Selain Jerman, Austria juga memiliki kanselir. Posisi kanselir diraih secara otomatis oleh kandidat utama partai pemenang pemilihan umum federal. Terdapat enam partai politik utama di Jerman, dengan tiga yang terbesar (dua di antaranya membentuk koalisi permanen), yaitu SPD (demokrat sosial, berhaluan kiri progresif) dan CDU/CSU (kristen demokrat/sosialis yang berhaluan kanan konservatif). Partai-partai lainnya adalah FDP (demokrat liberal), Bündnis 90/Die Grüne (kiri hijau), dan Die Linke (berhaluan kiri, merupakan gabungan dari partai komunis dan pecahan SPD). Jabatan presiden lebih banyak bersifat seremonial, meskipun ia dapat menyetujui atau tidak menyetujui beberapa hal penting. Parlemen dikenal sebagai Bundestag, yang anggota-anggotanya dipilih. Partai yang memerintah adalah partai dengan koalisi dominan di dalam parlemen ini. Selain Bundestag terdapat pula Bundesrat, yang anggota-anggotanya adalah perwakilan pemerintahan negara-negara bagian. Bundesrat sering disamakan dengan senat, meskipun pada kenyataannya memiliki wewenang yang berbeda.",https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg
Pengetahuan Jerman - Republik Weimar dan Rezim Nazi,Pengetahuan Umum & Sains,"Di awal Revolusi Jerman bulan November 1918, Jerman mendeklarasikan dirinya sebagai republik. Meski begitu, kekuatan komunis radikal kiri tetap berlanjut. Revolusi ini berakhir tanggal 11 Agustus 1919, ketika Konstitusi Weimar ditandatangani oleh Presiden Friedrich Ebert. Jerman pada era ini menikmati kehidupan budaya yang sangat liberal dengan kemakmuran ekonomi - disebut dengan Golden Twenties. Akibat Depresi Besar tahun 1929 ditambah kondisi sulit akibat didikte oleh Perjanjian Versailles mengakibatkan pemerintahan menjadi tidak stabil dii awal 1930-an. Hal ini ditambah lagi dengan adanya tuduhan pada pemerintah Weimar bahwa mereka dianggap mengkhianati negara karena menandatangani Perjanjian Versailles. Tahun 1932, Partai Komunis Jerman dan Partai Nazi mengontrol mayoritas Parlemen, yang terus menerus menentang kebijakan pemerintah Weimar. Setelah kabinet yang terus-menerus gagal, Presiden Paul von Hindenburg mengangkat Adolf Hitler sebagai Kanselir tanggal 30 Januari 1933. Sesaat kemudian situasi negara berubah menjadi otoriter. Terjadinya kebakaran di gedung parlemen Jerman memaksa Presiden Hidenburg mengeluarkan The Reichstag Fire Decree yang membuat situasi bertambah kacau dan Hitler mendapatkan kekuatan tak terbatas. Menggunakan kekuatannya untuk menghindari ancaman terhadap negara, Hitler kemudian mendirikan negara totaliter terpusat dalam beberapa bulan. Industri kemudian direvitalisasi untuk kebutuhan militer. Tahun 1935, Jerman kembali mengontrol Saar dan 1936 juga mendapatkan Rhineland, kedua wilayah yang hilang akibat Perjanjian Versailles. Tahun 1938, Austria dianeksasi, dan tahun 1939, Cekoslowakia juga dibawah kontrol Jerman. Invasi Polandia dipersiapkan melalui Pakta Molotov–Ribbentrop dan Operasi Himmler. Tanggal 1 September 1939 Wehrmacht Jerman meluncurkan serangan kilat ke Polandia, lalu kemudian dianeksasi oleh Jerman dan Tentara Merah Soviet. Inggris dan Prancis menyatakan perang terhadap Jerman, dan Perang Dunia II pun pecah. Perang pun berlanjut, Jerman dan sekutunya dengan cepat menguasai hampir seluruh benua Eropa dan Afrika Utara. Meski begitu, rencana Jerman untuk menguasai Inggris mengalami kegagalan. Tanggal 22 Juni 1941, Jerman melanggar Pakta Molotov–Ribbentrop dan menginvasi Uni Soviet. Serangan Jepang ke Amerika Serikat menimbulkan deklarasi perang Jerman terhadap Amerika Serikat. Pertempuran Stalingrad memaksa tentara Jerman untuk bergerak ke front timur. Bulan September 1943, Italia, sekutu Jerman, mengalami kekalahan, dan tentara Jerman dipaksa untuk bertahan membantu Italia. Pendaratan Normandia membuka front barat dan tentara sekutu berhasil mendesak masuk ke dalam wilayah Jerman. Tanggal 8 Mei 1945, tentara Jerman mengalami kekalahan setelah Tentara Merah berhasil menduduki Berlin.",https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg
Pengetahuan Jerman - Reunifikasi Jerman dan Uni Eropa,Pengetahuan Umum & Sains,"Ibu kota kemudian disepakati pindah ke Berlin lagi pada tahun 1994 (berdasarkan Akta Berlin/Bonn). Relokasi pemerintahan baru selesai pada tahun 1999. Bonn sendiri mendapatkan status sebagai Bundesstadt (kota federal) karena menjadi tempat beberapa kementerian. Sejak bersatu, Jerman menjadi lebih aktif dalam keanggotaannya di Uni Eropa dan NATO. Jerman mengirim pasukan perdamaian untuk menjaga stabilitas di Balkan dan mengirim pasukan tentara ke Afganistan sebagai usaha meredam pasukan Taliban. Penurunan pasukan ini menjadi kontroversial karena menurut aturan domestik mereka, Jerman mengirim pasukan hanya untuk peran pertahanan. Pada tahun 2005, Angela Merkel menjadi Kanselir Jerman wanita pertama dengan koalisi besar di pemerintahan.",https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg
Pengetahuan Jerman - Sains dan teknologi,Pengetahuan Umum & Sains,"Pencapaian Jerman di bidang sains mempunyai pengaruh signifikan dan penelitian dan pengembangan telah menjadi bagian dari ekonomi. Penghargaan Nobel telah diberikan pada 103 orang Jerman. Para peneliti Jerman banyak mendapatkan Nobel di bidang sains, antara lain Fisika, Kimia, dan fisiologi atau kedokteran. Karya Albert Einstein dan Max Planck sangat berpengaruh dan menjadi dasar fisika modern, yang kemudian dikembangkan oleh Werner Heisenberg dan Max Born. Fisikawan lain yang terkenal antara lain Hermann von Helmholtz, Joseph von Fraunhofer dan Gabriel Daniel Fahrenheit. Wilhelm Röntgen menemukan Sinar X dan menjadi pemenang Nobel Fisika pertama tahun 1901. Otto Hahn menjadi pionir dalam radioaktivitas dan radiokimia serta menemukan fisi nuklir.Ferdinand Cohn dan Robert Koch berjasa pada bidang mikrobiologi. Sejumlah matematikawan juga orang Jerman, seperti Carl Friedrich Gauss, David Hilbert, Bernhard Riemann, Gottfried Leibniz, Karl Weierstrass, Hermann Weyl dan Felix Klein. Institusi-institusi penelitian yang ada di Jerman antara lain Max Planck Society, Helmholtz Association dan Fraunhofer Society. Penghargaan Gottfried Wilhelm Leibniz diberikan pada 10 peneliti dan akademisi tiap tahunnya. Dengan nilai maksimum 2,5 juta euro menjadikan nilai penghargaan ini salah satu yang terprestisius di dunia. Jerman juga menjadi negara dari banyak penemu dan insinyur, seperti Johannes Gutenberg (penemu mesin cetak); Hans Geiger (penemu pencacah Geiger; dan Konrad Zuse (pembuat komputer digital otomatis pertama). Industrialis dan insinyur asal Jerman seperti Ferdinand von Zeppelin, Otto Lilienthal, Gottlieb Daimler, Rudolf Diesel, Hugo Junkers dan Karl Benz sangat berkontribusi terhadap teknologi dunia otomotif dan transportasi udara. Insinyur penerbang Wernher von Braun mengembangkan roket luar angkasa pertama dan roket Saturn V, yang menjadi jalan bagi kesuksesan Amerika dalam program Apollo. Heinrich Rudolf Hertz yang meneliti radiasi elektromagnetik sangat berjasa bagi pengembangan telekomunikasi modern. Jerman juga negara yang maju dalam penggunaan teknologi ramah lingkungan. Perusahaan-perusahaan yang mempunyai usaha pada bidang ini menghasilkan kira-kira 200 miliar euro. Industri penting dalam teknologi ini antara lain pembangkit listrik, transportasi, penanganan limbah dan daur ulang, serta manajemen air.",https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg
Pengetahuan Jerman - Sejarah,Pengetahuan Umum & Sains,"Sejarah Jerman sebagai suatu negara-bangsa dimulai semenjak terbentuknya Konfederasi Jerman pada tahun 1815 yang dimotori oleh Kerajaan Prusia. Namun, penghunian wilayah tepian timur Sungai Rhein, yang sekarang menjadi lokasi sebagian besar negara Jerman, telah berlangsung sejak masa prasejarah, jauh hingga ke Zaman Batu Tua (Paleolitikum). Di tempat-tempat dekat aliran beberapa sungai besar yang berbukit-bukit (misalnya Rhein dan Sungai Neckar) sejak ratusan ribu tahun sudah menjadi tempat bermukim beraneka ragam masyarakat. Fosil Homo heidelbergensis dan Homo neanderthalensis ditemukan di tempat semacam ini. Pada periode yang lebih modern ditemukan peninggalan dari manusia Cro-Magnon dari Zaman Es terakhir. Peninggalan-peninggalan peradaban Zaman Batu Baru (Neolitikum) dan Zaman Perundagian (baik Zaman Perunggu dan Zaman Besi) juga ditemukan di banyak tempat. Disebabkan oleh wilayahnya yang subur, berbagai suku pendatang menghuni wilayah ini. Peninggalan peradaban pertama berasal dari masyarakat Kelt dari masa milenium terakhir sebelum era modern (Masehi) yang datang dari timur. Orang-orang Slavia juga menghuni bagian timur (sekitar Sungai Elba). Kemudian datang kaum Germanik dari utara yang menghuni wilayah yang sama dan perlahan-lahan mendesak kaum Kelt ke arah barat menuju Prancis dan Inggris meskipun perkawinan campur di antara kedua kelompok berbeda bahasa ini diperkirakan luas terjadi. Ketika orang Romawi mulai berekspansi ke utara pada abad terakhir sebelum Masehi muncullah catatan-catatan tertulis mengenai wilayah ini. Catatan tertulis mengenai wilayah yang sekarang disebut Jerman (era protosejarah) dimulai sejak adanya laporan-laporan tertulis Romawi dan Yunani mengenai kaum ""Barbar"" (berarti ""biadab"") yang mendiami bagian utara Pegunungan Alpen. Periode ini biasa disebut oleh sejarawan sebagai Periode Antik. Pada masa menjelang ekspansi Romawi, wilayah Jerman dihuni oleh berbagai puak Germanik yang saling bersaing satu sama lain. Kelemahan ini dimanfaatkan oleh orang Romawi untuk menaklukkan wilayah timur Sungai Rhein dan mendirikan provinsi Germania Magna. Pada abad pertama Masehi, pasukan Romawi kembali dapat didesak mundur hingga ke tepi barat Rhein dan selatan Sungai Main dan Sungai Donau. Perlahan-lahan, suku-suku Germanik ini mulai memperluas wilayahnya ke arah barat setelah kekuatan Romawi memudar. Walaupun Romawi secara politis sudah tidak kuat, tetapi secara budaya suku-suku Germanik sangat terpengaruh oleh budaya Romawi. Secara bergantian bermunculan puak-puak yang mendominasi dan mulai membentuk dinasti/wangsa berkuasa, seperti wangsa Meroving dan wangsa Salia. Proses kristenisasi dan kultur feodalisme juga mulai terbentuk pada periode ini. Era sejarah dimulai sejak abad ke-5, umum dinamakan Abad Pertengahan oleh sejarawan Eropa, dengan ditemukannya dokumen berbahasa Jerman Kuno, bahasa Latin yang ditulis oleh penduduk setempat sendiri, atau bahasa-bahasa lainnya. Pada abad ke-8 muncul satu suku Jerman yang mencuat dan mendirikan imperium, mengikuti contoh yang pernah ditunjukkan oleh orang Romawi sebelumnya, yaitu Franka, dengan penguasa pertama Karl Martel (Charles Martel) dari Wangsa Meroving. Ia mendirikan Kerajaan Franka, yang mendominasi Eropa barat dan tengah hingga beberapa abad sesudahnya. Puncak kejayaan kerajaan ini terjadi pada masa pemerintahan Karl Yang Agung (Charlemagne; memerintah 800-843) sekaligus mendirikan Wangsa Karoling. Di akhir pemerintahannya, ia membagi wilayah luasnya menjadi tiga, sesuai dengan tiga cucu lelakinya, yang dikenal sebagai Perjanjian Verdun. Wilayah barat diperuntukan bagi Karl (Charles) yang kelak menjadi Kerajaan Prancis, wilayah tengah diperintah oleh Lothar, dan wilayah timur diperuntukkan bagi Ludwig (Louis). Selanjutnya, panggung sejarah didominasi oleh suatu federasi longgar berbagai dinasti feodal yang dikenal sebagai Kekaisaran Romawi Suci sebagai hasil penyatuan kembali wilayah Kerajaan Franka bagian timur dan tengah, serta takluknya Italia bagian utara di tangan puak Jerman, yang membentang selama 8,5 atau hampir 10 abad tergantung dari mana orang menghitungnya, dari abad ke-9 atau ke-10 sampai tahun 1806, dan dipimpin oleh seorang kaisar. Pada masa kejayaannya, teritori kekaisaran ini mencakup wilayah modern Jerman, Austria, Slovenia, Ceko, Polandia, Prancis timur, Swiss, dan Italia utara. Periode yang panjang ini mengalami berbagai gejolak seperti Persaingan Investiturat, Kelaparan Besar 1315-1317, Wabah Hitam (The Black Death) 1347-1351, dan disepakatinya Piagam Emas 1356 (Die Goldene Bulle) sebagai konstitusi pertama kekaisaran ini. Pada abad ke-16, ketika telah kehilangan banyak teritori bangsa non-Jerman, kekaisaran ini sempat disebut sebagai ""Kekaisaran Romawi Suci Bangsa Jerman"". Abad ini menyaksikan pula dimulainya Reformasi Protestan, yang dimulai oleh Martin Luther pada tahun 1517 di Wittenberg, sekarang terletak di Sachsen-Anhalt. Akibat dianutnya aliran baru kekristenan ini oleh berbagai raja anggota Kekaisaran terjadilah ketegangan internal dalam Kekaisaran, yang memuncak dengan terjadinya Perang Tiga Puluh Tahun (1618–1648). Rangkaian peperangan ini berakhir dengan disepakatinya Perdamaian Westfalia. Perang tersebut selanjutnya merombak tatanan politik Kekaisaran karena beberapa waktu kemudian menandai era persaingan di antara dua kekuatan politik, yaitu Wangsa Habsburg dari Kerajaan Austria yang menganut Katolik sebagai kekuatan tradisional dan Wangsa Hohenzollern cabang Utara penguasa Kerajaan Prusia yang menganut Kristen Protestan yang berangsur-angsur semakin menguat. Perang Napoleon mengubah alur sejarah, dari orientasi feodalisme menjadi negara militeristik, dengan terbentuknya Konfederasi Jerman tahun 1815–1866. Karena peran negara yang represif, munculnya gerakan liberalisme di Eropa, serta Revolusi Februari 1848 di Prancis, sempat terjadi revolusi pada tahun 1848 yang dimotori oleh mahasiswa dan kaum buruh. Walaupun dapat diredam, revolusi ini menghasilkan parlemen pertama di Jerman, yaitu Parlemen Frankfurt, matangnya simbol-simbol kebangsaan (bendera dan bakal lagu kebangsaan), dan menjadi pendorong terbentuknya Kekaisaran Jerman tahun 1871–1918 seusai perang Prancis-Prusia (1870-1871). Sejak saat ini Jerman mengadopsi sistem parlementer dengan kanselir sebagai kepala pemerintahan. Kanselir pertama adalah Otto von Bismarck. Perang Dunia I berakhir dengan runtuhnya Kekaisaran Jerman (dan juga Kekaisaran Austria-Hungaria, saingannya) sekaligus menandai era republik dengan berdirinya Republik Weimar tahun 1919. Jerman kehilangan wilayah Alsace-Lorraine (yang dicaploknya pada tahun 1871) dan sebagian wilayahnya di Polandia, terutama kota pelabuhan Danzig. Periode demokrasi ini berlangsung relatif singkat dan berakhir 1933. Setelah pemerintahan otoriter Jerman Nazi pimpinan Adolf Hitler tahun 1933–1945 yang membawa kehancuran bangsa ini dalam Perang Dunia II, muncullah Republik Federal Jerman (Jerman Barat) dan Republik Demokratis Jerman (Jerman Timur) sebagai simbol Perang Dingin sejak 1949. Kekalahan dalam Perang Dunia II telah membuat Jerman kehilangan wilayah timur yang jatuh ke tangan Polandia dan Rusia. Terjadi pula aksi balas dendam di Polandia dan Cekoslowakia berupa pengusiran paksa orang-orang Jerman dari wilayah mereka (Zwangsvertreibung). Di Rusia, orang-orang keturunan Jerman banyak yang dibuang ke wilayah timur (Siberia).",https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg
Pengetahuan Jerman - Seni,Pengetahuan Umum & Sains,"Banyak pelukis-pelukis Jerman yang mendapatkan prestise internasional melalui karya-karya mereka. Albrecht Dürer, Hans Holbein the Younger, Matthias Grünewald dan Lucas Cranach the Elder adalah seniman penting pada zaman Renaisans, Peter Paul Rubens dan Johann Baptist Zimmermann pada zaman Barok, Caspar David Friedrich dan Carl Spitzweg pada Romantisisme, Max Liebermann pada Impresionisme dan Max Ernst pada Surealisme.",https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg
Pengetahuan Jerman - Umum,Pengetahuan Umum & Sains,"– di Eropa (hijau terang & abu-abu gelap)– di Uni Eropa (hijau terang) Jerman (bahasa Jerman: Deutschlandcode: de is deprecated , pelafalan dalam bahasa Jerman: ), dengan nama resmi Republik Federal Jerman (bahasa Jerman: Bundesrepublik Deutschlandcode: de is deprecated ), adalah negara berbentuk federasi di Eropa. Negara ini memiliki posisi ekonomi dan politik yang sangat penting di Eropa maupun di dunia. Dengan luas 357.021 kilometer persegi dan jumlah penduduk sekitar 84 juta jiwa, negara dengan 16 negara bagian (Bundesland, jamak: Bundesländer) ini menjadi anggota kunci organisasi Uni Eropa (penduduk terbanyak), penghubung transportasi barang dan jasa antarnegara sekawasan, serta menjadi negara dengan penduduk imigran ketiga terbesar di dunia. Meskipun negara-bangsa Jerman modern baru terbentuk pada tahun 1871 seusai Perang Prancis-Prusia, satuan-satuan politik di wilayah ini telah lama memainkan posisi penting dalam era monarki di Eropa sejak penguasaan oleh Kekaisaran Romawi menjelang era modern (Masehi) hingga berakhirnya Perang Napoleon. Penyatuan wilayah Eropa Tengah pada masa Karl Yang Agung (Charlemagne), pemimpin Kerajaan Franka, pada abad ke-8 menjadi rintisan terbentuknya suatu imperium konfederatif berusia hampir 1000 tahun yang dikenal sebagai Imperium Romawi Suci. Imperium ini sangat mewarnai budaya feodal di seluruh Eropa serta menjadi pusat Reformasi gereja Kristen pada abad ke-16 yang melahirkan Protestantisme. Ketika Imperium Romawi Suci dibubarkan pada tahun 1806 akibat perpecahan yang ditimbulkan oleh perang Napoleon, telah tumbuh rasa satu kebangsaan sebagai masyarakat berbahasa yang sama (bahasa Jerman). Namun, negara modern yang terbentuk kemudian tidak sanggup menyatukan cita-cita kebangsaan itu karena Austria membentuk sekutu bersama Hungaria menjadi negara terpisah dari negara Jerman modern. Pada tahun 1949, Jerman, dengan wilayah yang jauh berkurang akibat dua perang besar di Eropa, terbagi menjadi dua negara terpisah: Jerman Barat dan Jerman Timur. Pemisahan ini berakhir 3 Oktober 1990 (menjadi hari nasional Jerman sekarang) ketika Jerman Timur secara resmi menyatukan diri dengan Jerman Barat. Jerman (Barat) adalah negara pendiri Masyarakat Ekonomi Eropa (kelak menjadi Uni Eropa pada tahun 1993). Negara ini juga menjadi anggota zona Schengen dan pengguna mata uang Euro sejak 2002. Sebagai negara penting, Jerman adalah anggota G8, G20, menduduki urutan keempat dalam Produk Domestik Bruto dan urutan kelima dalam Keseimbangan Kemampuan Berbelanja (2009), urutan kedua negara pengekspor dan urutan kedua negara pengimpor barang (2009), dan menduduki urutan kedua di dunia dalam nilai bantuan pembangunan dalam anggaran tahunannya (2008). Jerman juga dikenal sebagai negara dengan sistem jaringan pengaman sosial yang baik dan memiliki standar hidup yang sangat tinggi. Jerman dikenal sebagai negara dengan penguasaan ilmu dan teknologi maju di berbagai bidang, baik ilmu-ilmu alamiah maupun sosial dan kemanusiaan, selain sebagai negara yang banyak mencetak prestasi di bidang keolahragaan, seperti Formula Satu, sepak bola, dan lain-lain. Jerman dianggap sebagai negara yang sangat menghidupkan dunia. Dengan kata lain, Jerman juga merupakan negara yang memengaruhi keadaan perekonomian/bursa saham dunia.",https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg
Pengetahuan Kanada - Agama,Pengetahuan Umum & Sains,"Menurut sensus National Household Survey yang diadakan pada tahun 2011, mayoritas penduduk Kanada memeluk agama Kristen (67.3%) atau 22,102,745 dari total penduduk. Denominasi Kristen yang paling besar adalah Katolik (58%) sedangkan denominasi Kristen lainnya meliputi Protestanisme (25.8%), Kristen Ortodoks (2.5%), dan denominasi lainnya (13.7%). Adapun agama minoritas lainnya adalah Islam (3.2%), agama Hindu (1.5%), agama Sikh (1.4%), Agama Buddha (1.1%), agama Yahudi (1%), dan agama-agama lainnya (0.6%). 23.9% dari populasi Kanada tidak terafiliasi dengan agama apa pun. Populasi beragama di Kanada semakin menurun setiap tahunnya. Menurut riset dari Pew Research Center, populasi beragama Katolik dan Protestan menurun dari 47 dan 41 persen menjadi 39 dan 27 persen selama 4 dekade terakhir, sedangkan populasi ateis dan agnostik terus meningkat.",https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg
Pengetahuan Kanada - Bahasa,Pengetahuan Umum & Sains,"Dua bahasa resmi Kanada adalah Inggris, dan Prancis. Pada 7 Juli 1969, bahasa Prancis disamakan dengan bahasa Inggris melalui pemerintah federal. Ini dimulai sebagai proses yang mendefinisikan Kanada sebagai negara bilingual, dan multibudaya dalam tingkat federal. New Brunswick ialah satu-satunya yang secara resmi provinsi dwibahasa, kedudukan yang secara spesifik dijamin Piagam Hak dan Kebebasan, dengan warga negaranya yang memiliki hak bahasa yang sama di tingkat provinsi sebagaimana seluruh warga negara Kanada punya di tingkat federal. Beberapa pemerintah provinsi, khususnya Manitoba, dan Ontario, menawarkan banyak layanan pada penduduk minoritas Prancisnya. Bahasa resmi Quebec ialah Prancis, sebagaimana didefinisikan oleh Piagam Bahasa Prancis yang melindungi penggunaan Bahasa Prancis, tetapi juga menyediakan hak tertentu pada penutur Inggris, dan bahasa-bahasa asli. Quebec menyediakan banyak layanan pemerintahan dalam bahasa Prancis, dan Inggris. Bahasa Prancis terutama dituturkan di Quebec, Ontario, New Brunswick, dan Manitoba selatan. Pada sensus 2001, 6.864.615 orang mendaftarkan Prancis sebagai bahasa ibu, dari yang 85% tinggal di Quebec, dan 17.694.835 orang mendaftarkan Prancis sebagai bahasa ibu. Bahasa selain bahasa resmi juga penting di Kanada, dengan 5.470.820 jiwa yang mendaftarkan bahasa yang bukan bahasa resmi sebagai bahasa resmi (3 statistik di atas juga termasuk orang yang mendaftarkan lebih dari satu bahasa). Di antara kelompok bahasa ibu yang bukan bahasa resmi terpenting ialah Tionghoa (853.745 penutur bahasa ibu), khususnya Kantonis (322.315); Italia (469.485); dan Jerman (438.080).",https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg
Pengetahuan Kanada - Budaya,Pengetahuan Umum & Sains,"Budaya Kanada secara besar dipengaruhi budaya, dan tradisi Inggris, dan Prancis sebagai akibat masa kolonialnya dahulu. Di samping itu, budaya Kanada juga telah dipengaruhi budaya Amerika karena kedekatannya dengan 2 negeri, dan migrasi orang, gagasan, modal, dan politik melintasi perbatasan. Walau budaya yang diwarisi itu, budaya Kanada telah mengembangkan banyak ciri unik. Dalam banyak hal, budaya Kanada yang lebih tegap, dan jelas telah berkembang pada tahun-tahun terkini, terutama karena rasa kebangsaan yang meliputi Kanada pada tahun-tahun yang menyerahkan, dan mengikuti Seratus Tahun Kanada pada 1967, dan juga karena fokus pada program untuk mendukung seni, dan budaya Kanada oleh pemerintahan federal. Orang-orang Eropa awal membantu dari dasar budaya Kanada. Selama kolonisasi Kanada para pemukim menulis banyak cerita rakyat tentang tanah di sekitar mereka. Cerita Paul Bunyan merupakan produk cerita rakyat Kanada-Prancis, dan gaya tarian gerak cepat dari Newfoundland menemukan asalnya di Irlandia. Banyak film, pengarang, tontonan TV, dan musisi Amerika sama-sama terkenal di Kanada, dan vice-versa melintasi batas. Banyak produk budaya dari jenis-jenis itu kini makin banyak dijual yang mengarah pada pasar ""Amerika Utara"" bersatu, dan tak secara spesifik orang Kanada maupun Amerika. Pemerintah AS, dan Kanada menerima berbagai persekutuan pekerja yang dekat dalam masalah perdagangan, ekonomi, dan perusahaan resmi. Karena Kanada, dan AS telah berkembang lebih dekat, banyak orang Kanada telah mengembangkan perasaan, dan perhatian kompleks, berkenaan dengan apa yang membuat Kanada bangsa yang ""berbeda"" di Amerika Utara. Kehadiran budaya Amerika yang besar telah mendorong beberapa ketakutan dari ""pengambilalihan budaya,"", dan telah memprakarsai perumusan banyak institusi hukum, dan pemerintahan melindungi budaya Kanada. Kebanyakan budaya Kanada tetap ditegaskan berbeda dengan budaya Amerika (lihat Identitas Kanada). Pada tahun-tahun terkini, Kanada telah makin bertambah membedakan dirinya dari AS dengan kebijakan sosial yang lebih liberal, dan kebijakan fiskal yang lebih konservatif. Pemerintah Kanada (dan yang lebih luas, orang Kanada) mendukung gagasan perawatan kesehatan universal, pernikahan gay, dan dekriminalisasi ganja. Pada saat yang sama, mereka telah mendukung anggaran belanja yang klop, pemotongan pajak, dan perdagangan bebas. Orang-orang Kanada juga cenderung tinggal di atau dekat daerah kota yang amat besar seperti Toronto, Montreal, Vancouver, Winnipeg, Ottawa, Calgary, dan Edmonton.",https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg
Pengetahuan Kanada - Ekonomi,Pengetahuan Umum & Sains,"Kanada merupakan negara industri, dan teknologi maju, berkecukupan dalam pengadaan energi dikarenakan tersedianya bahan bakar fosil, energi nuklir, dan tenaga hidroelektrik. Ekonominya bergantung pada banyaknya sumber daya alam, dan perdagangan, terutama dengan Amerika Serikat, di mana Kanada memiliki hubungan yang luas, dan panjang (lihat Hubungan AS-Kanada). Meskipun modern, ekonomi Kanada tetap meluas, sumber daya alam tetap sebagai kekuatan yang mengendalikan ekonomi negara tersebut. Ekonomi Kanada sekarang ini mendekati Amerika Serikat dengan sistem ekonomi berorientasi-pasar, pola produksi, dan standar hidup yang tinggi. Pada abad terakhir, pertumbuhan luar biasa dalam produksi, pertambangan, dan sektor pelayanan telah mengubah negara ini dari ekonomi pedesaan menjadi industri perkotaan. Energi dapat dipenuhi sendiri, Kanada memiliki cadangan gas alam yang banyak di pesisir timur, dan tiga provinsi barat, dan juga banyaknya sumber daya lain. Kanada telah berhasil menghindari resesi ekonomi setelah 2001, dan telah mempertahankan pertumbuhan ekonomi yang terbaik di dalam grup G8. Dengan banyakanya sumber daya alam, tenaga kerja trampil, dan pabrik kapital modern, Kanada menikmati prospek ekonomi padat. Dibayangi dua kesulitan, yang pertama adalah perbedaan politik atas konstitusi antara Quebec, dan Kanada lainnya. Ini telah meningkatkan kemungkinan perpisahan di federasi. Namun, karena ekonomi telah menguat, terutama di Quebec, ketakutan akan perpecahan telah mereda. Perhatian masa panjang lainnya ialah kekhawatiran mengalirnya profesional ke selatan (AS) yang biasa disebut ""Pengeluaran Otak"", karena dipikat oleh pembayaran tinggi, pajak rendah, dan kesempatan teknologi tinggi. Secara serempak, ""Pemasukan Otak"" juga terjadi, dengan masuknya imigran terdidik (terutama dari negara berkembang) ke Kanada. Diarsipkan 2003-10-19 di Wayback Machine..",https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg
Pengetahuan Kanada - Etimologi,Pengetahuan Umum & Sains,"Nama Kanada berasal dari kata dalam bahasa Iroquois St. Lawrence kanata yang berarti 'desa' atau 'pemukiman'. Pada tahun 1535, penduduk asli wilayah Kota Quebec saat itu menggunakan kata tersebut untuk mengarahkan penjelajah Prancis bernama Jacques Cartier ke desa Stadacona. Cartier kemudian menggunakan kata Kanada untuk merujuk tidak hanya pada desa tesebut, tetapi juga pada seluruh wilayah yang berada di bawah kekuasaan Donnacona (kepala suku di Stadacona); pada tahun 1545, buku dan peta Eropa mulai menyebut wilayah kecil di sepanjang Sungai Saint Lawrence ini sebagai Kanada. Dari abad ke-16 hingga awal abad ke-18, nama Kanada merujuk pada bagian Prancis Baru yang terletak di sepanjang Sungai Saint Lawrence. Setelah penaklukan Prancis Baru oleh Inggris, wilayah ini dikenal sebagai Provinsi Quebec dari tahun 1763 hingga 1791. Pada tahun 1791, wilayah tersebut menjadi dua koloni Inggris yang disebut Kanada Hulu dan Kanada Hilir. Kedua koloni tersebut secara kolektif disebut sebagai Kanada hingga penyatuan kedua koloni sebagai Provinsi Kanada pada tahun 1841. Setelah Konfederasi pada tahun 1867, Kanada diadopsi sebagai nama resmi negara baru tersebut pada Konferensi London dan dominion diberikan sebagai gelar negara. Pada tahun 1950-an, istilah Dominion of Canada tidak lagi digunakan oleh Inggris, yang telah menganggap Kanada sebagai ""wilayah Persemakmuran"".",https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg
